text,intent,entities
Strasbourg → Clermont-Ferrand,TRIP,"[{""start"": 0, ""end"": 10, ""label"": ""Departure""}, {""start"": 13, ""end"": 29, ""label"": ""Destination""}]"
J'aimerais aller de Saint-Étienne à Dijon,TRIP,"[{""start"": 20, ""end"": 33, ""label"": ""Departure""}, {""start"": 36, ""end"": 41, ""label"": ""Destination""}]"
Caen Nantes,TRIP,"[{""start"": 0, ""end"": 4, ""label"": ""Departure""}, {""start"": 5, ""end"": 11, ""label"": ""Destination""}]"
Il reste des places pour Aix-en-Provence Sakété,NOT_TRIP,[]
Puis-je commander un aller simple pour Boulogne-Billancourt Tours,NOT_TRIP,[]
Je rentre à Annecy depuis Dijon,TRIP,"[{""start"": 26, ""end"": 31, ""label"": ""Departure""}, {""start"": 12, ""end"": 18, ""label"": ""Destination""}]"
Départ: Mulhouse Destination: Nantes,TRIP,"[{""start"": 8, ""end"": 16, ""label"": ""Departure""}, {""start"": 30, ""end"": 36, ""label"": ""Destination""}]"
Pouvez-vous me rappeler demain,NOT_TRIP,[]
C'est possible d'aller de Paris à Toulouse,TRIP,"[{""start"": 26, ""end"": 31, ""label"": ""Departure""}, {""start"": 34, ""end"": 42, ""label"": ""Destination""}]"
grrr,UNKNOWN,[]
How much does it cost to go to Edinburgh?,NOT_FRENCH,[]
de Malanville vers Parakou,TRIP,"[{""start"": 3, ""end"": 13, ""label"": ""Departure""}, {""start"": 19, ""end"": 26, ""label"": ""Destination""}]"
Gracias por su ayuda,NOT_FRENCH,[]
Allada → Metz,TRIP,"[{""start"": 0, ""end"": 6, ""label"": ""Departure""}, {""start"": 9, ""end"": 13, ""label"": ""Destination""}]"
Je voyage ce soir de Lokossa vers Sakété,TRIP,"[{""start"": 21, ""end"": 28, ""label"": ""Departure""}, {""start"": 34, ""end"": 40, ""label"": ""Destination""}]"
Quel est le meilleur moyen pour aller de Montreuil vers Brest,TRIP,"[{""start"": 41, ""end"": 50, ""label"": ""Departure""}, {""start"": 56, ""end"": 61, ""label"": ""Destination""}]"
Trains disponibles Limoges → Marseille,NOT_TRIP,[]
Quel est le prix du billet Djougou Parakou,NOT_TRIP,[]
Tarifs pour Saint-Denis Nancy,NOT_TRIP,[]
Je souhaite me déplacer de Montpellier à Aix-en-Provence,TRIP,"[{""start"": 27, ""end"": 38, ""label"": ""Departure""}, {""start"": 41, ""end"": 56, ""label"": ""Destination""}]"
Goedemorgen,NOT_FRENCH,[]
Quel est le meilleur moyen pour aller de Lille vers Nantes,TRIP,"[{""start"": 41, ""end"": 46, ""label"": ""Departure""}, {""start"": 52, ""end"": 58, ""label"": ""Destination""}]"
de Marseille vers Djougou,TRIP,"[{""start"": 3, ""end"": 12, ""label"": ""Departure""}, {""start"": 18, ""end"": 25, ""label"": ""Destination""}]"
Il reste des places pour Reims Comè,NOT_TRIP,[]
C'est possible d'aller de Tchaourou à Bassila,TRIP,"[{""start"": 26, ""end"": 35, ""label"": ""Departure""}, {""start"": 38, ""end"": 45, ""label"": ""Destination""}]"
Comment aller de Mulhouse à Perpignan,TRIP,"[{""start"": 17, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 37, ""label"": ""Destination""}]"
Merci pour votre aide,NOT_TRIP,[]
¿Cómo llegar a Málaga?,NOT_FRENCH,[]
Pouvez-vous me donner un billet de Villeurbanne à Aix-en-Provence,NOT_TRIP,[]
Je dois aller de Villeurbanne à Strasbourg pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 29, ""label"": ""Departure""}, {""start"": 32, ""end"": 42, ""label"": ""Destination""}]"
Trajet de Mulhouse à Allada pour raison personnelle,TRIP,"[{""start"": 10, ""end"": 18, ""label"": ""Departure""}, {""start"": 21, ""end"": 27, ""label"": ""Destination""}]"
Comment aller de Besançon à Parakou,TRIP,"[{""start"": 17, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 35, ""label"": ""Destination""}]"
de Djougou vers Parakou,TRIP,"[{""start"": 3, ""end"": 10, ""label"": ""Departure""}, {""start"": 16, ""end"": 23, ""label"": ""Destination""}]"
Can you help me find a train?,NOT_FRENCH,[]
Je pars demain de Marseille à Rennes,TRIP,"[{""start"": 18, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 36, ""label"": ""Destination""}]"
Je vais de Caen à Saint-Étienne pour affaires,TRIP,"[{""start"": 11, ""end"": 15, ""label"": ""Departure""}, {""start"": 18, ""end"": 31, ""label"": ""Destination""}]"
Pouvez-vous me trouver un train de Bordeaux à Bassila,NOT_TRIP,[]
¿Hay un tren a Barcelona?,NOT_FRENCH,[]
¿Hay un tren a Barcelona?,NOT_FRENCH,[]
À quelle heure part le train de Limoges à Ouidah,NOT_TRIP,[]
¿Cuánto cuesta ir a Valencia?,NOT_FRENCH,[]
Avez-vous des disponibilités pour un trajet Perpignan Villeurbanne,TRIP,"[{""start"": 44, ""end"": 53, ""label"": ""Departure""}, {""start"": 54, ""end"": 66, ""label"": ""Destination""}]"
J'aimerais aller de Cotonou à Caen,TRIP,"[{""start"": 20, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 34, ""label"": ""Destination""}]"
!!!???,UNKNOWN,[]
J'aimerais aller de Clermont-Ferrand à Saint-Étienne,TRIP,"[{""start"": 20, ""end"": 36, ""label"": ""Departure""}, {""start"": 39, ""end"": 52, ""label"": ""Destination""}]"
Je pars demain de Lille à Strasbourg,TRIP,"[{""start"": 18, ""end"": 23, ""label"": ""Departure""}, {""start"": 26, ""end"": 36, ""label"": ""Destination""}]"
depuis Kétou jusqu'à Nikki,TRIP,"[{""start"": 7, ""end"": 12, ""label"": ""Departure""}, {""start"": 21, ""end"": 26, ""label"": ""Destination""}]"
Y a-t-il un train Reims-Tchaourou,NOT_TRIP,[]
Hoe laat vertrekt de trein?,NOT_FRENCH,[]
C'è un treno per Roma?,NOT_FRENCH,[]
Devo andare a Venezia,NOT_FRENCH,[]
Je vais de Lokossa à Perpignan pour affaires,TRIP,"[{""start"": 11, ""end"": 18, ""label"": ""Departure""}, {""start"": 21, ""end"": 30, ""label"": ""Destination""}]"
A che ora parte il treno?,NOT_FRENCH,[]
Je rentre à Bassila depuis Pobè,TRIP,"[{""start"": 27, ""end"": 31, ""label"": ""Departure""}, {""start"": 12, ""end"": 19, ""label"": ""Destination""}]"
Je me déplace la semaine prochaine de Cotonou à Abomey,TRIP,"[{""start"": 38, ""end"": 45, ""label"": ""Departure""}, {""start"": 48, ""end"": 54, ""label"": ""Destination""}]"
Je vais à Pobè depuis Argenteuil cet après-midi,TRIP,"[{""start"": 22, ""end"": 32, ""label"": ""Departure""}, {""start"": 10, ""end"": 14, ""label"": ""Destination""}]"
Pouvez-vous me donner les horaires Montpellier Bordeaux,NOT_TRIP,[]
Je veux aller de Clermont-Ferrand à Pobè,TRIP,"[{""start"": 17, ""end"": 33, ""label"": ""Departure""}, {""start"": 36, ""end"": 40, ""label"": ""Destination""}]"
Puis-je commander un aller simple pour Boulogne-Billancourt Limoges,NOT_TRIP,[]
Quero um bilhete para Porto,NOT_FRENCH,[]
Puis-je commander un aller simple pour Malanville Natitingou,NOT_TRIP,[]
bg,UNKNOWN,[]
Necesito ir a Sevilla,NOT_FRENCH,[]
Quel est le prix du billet Toulon Dijon,NOT_TRIP,[]
de Tchaourou à Natitingou,TRIP,"[{""start"": 3, ""end"": 12, ""label"": ""Departure""}, {""start"": 15, ""end"": 25, ""label"": ""Destination""}]"
Trains disponibles Kandi → Nîmes,NOT_TRIP,[]
Je dois aller de Le Havre à Villeurbanne pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 40, ""label"": ""Destination""}]"
Y a-t-il encore de la place Toulon - Abomey,NOT_TRIP,[]
Quels trains sont disponibles de Djougou à Orléans,NOT_TRIP,[]
Hoe laat vertrekt de trein?,NOT_FRENCH,[]
Bonne journée,NOT_TRIP,[]
Je compte partir de Bohicon vers Grenoble,TRIP,"[{""start"": 20, ""end"": 27, ""label"": ""Departure""}, {""start"": 33, ""end"": 41, ""label"": ""Destination""}]"
I would like a ticket to Manchester,NOT_FRENCH,[]
Je voudrais réserver Rennes Besançon,NOT_TRIP,[]
Trains disponibles Le Mans → Nantes,NOT_TRIP,[]
Avez-vous des trains pour Lille Savé,NOT_TRIP,[]
Je voyage ce soir de Reims vers Savé,TRIP,"[{""start"": 21, ""end"": 26, ""label"": ""Departure""}, {""start"": 32, ""end"": 36, ""label"": ""Destination""}]"
De Tchaourou à Paris,TRIP,"[{""start"": 3, ""end"": 12, ""label"": ""Departure""}, {""start"": 15, ""end"": 20, ""label"": ""Destination""}]"
grrr,UNKNOWN,[]
wxcvbn,UNKNOWN,[]
¿A qué hora sale el tren?,NOT_FRENCH,[]
Je pars demain de Parakou à Toulon,TRIP,"[{""start"": 18, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 34, ""label"": ""Destination""}]"
Merci pour votre aide,NOT_TRIP,[]
"Good morning, I need assistance",NOT_FRENCH,[]
I need to go to Birmingham,NOT_FRENCH,[]
Quels sont les horaires de train pour Nikki Abomey,NOT_TRIP,[]
Horaires de train Ouidah - Tchaourou,NOT_TRIP,[]
Trains disponibles Le Havre → Aix-en-Provence,NOT_TRIP,[]
C'est possible d'aller de Boulogne-Billancourt à Tchaourou,TRIP,"[{""start"": 26, ""end"": 46, ""label"": ""Departure""}, {""start"": 49, ""end"": 58, ""label"": ""Destination""}]"
C'est possible d'aller de Aix-en-Provence à Saint-Denis,TRIP,"[{""start"": 26, ""end"": 41, ""label"": ""Departure""}, {""start"": 44, ""end"": 55, ""label"": ""Destination""}]"
Gracias por su ayuda,NOT_FRENCH,[]
Wie viel kostet es nach Hamburg?,NOT_FRENCH,[]
Avez-vous des places disponibles pour Marseille Limoges,NOT_TRIP,[]
Je souhaite obtenir un billet Savé - Toulon,NOT_TRIP,[]
Je pars demain de Mulhouse à Rouen,TRIP,"[{""start"": 18, ""end"": 26, ""label"": ""Departure""}, {""start"": 29, ""end"": 34, ""label"": ""Destination""}]"
J'aimerais une réservation Le Mans - Nikki,NOT_TRIP,[]
...........,UNKNOWN,[]
!!!,UNKNOWN,[]
Je cherche un train Savé Boulogne-Billancourt,NOT_TRIP,[]
Pouvez-vous me rappeler demain,NOT_TRIP,[]
Puis-je commander un aller simple pour Comè Orléans,NOT_TRIP,[]
Combien coûte Montreuil - Angers,NOT_TRIP,[]
de Parakou vers Toulouse,TRIP,"[{""start"": 3, ""end"": 10, ""label"": ""Departure""}, {""start"": 16, ""end"": 24, ""label"": ""Destination""}]"
grrr,UNKNOWN,[]
Je veux aller de Abomey à Porto-Novo,TRIP,"[{""start"": 17, ""end"": 23, ""label"": ""Departure""}, {""start"": 26, ""end"": 36, ""label"": ""Destination""}]"
Gracias por su ayuda,NOT_FRENCH,[]
Guten Tag,NOT_FRENCH,[]
Je désire un aller-retour de Besançon vers Nice,NOT_TRIP,[]
Parakou / Mulhouse,TRIP,"[{""start"": 0, ""end"": 7, ""label"": ""Departure""}, {""start"": 10, ""end"": 18, ""label"": ""Destination""}]"
de Rouen vers Bassila,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 14, ""end"": 21, ""label"": ""Destination""}]"
Tchaourou Amiens,TRIP,"[{""start"": 0, ""end"": 9, ""label"": ""Departure""}, {""start"": 10, ""end"": 16, ""label"": ""Destination""}]"
Buongiorno,NOT_FRENCH,[]
C'est possible d'aller de Rennes à Lille,TRIP,"[{""start"": 26, ""end"": 32, ""label"": ""Departure""}, {""start"": 35, ""end"": 40, ""label"": ""Destination""}]"
Je pars de Argenteuil vers Aix-en-Provence pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 21, ""label"": ""Departure""}, {""start"": 27, ""end"": 42, ""label"": ""Destination""}]"
Il faut que j'aille de Comè à Saint-Denis,TRIP,"[{""start"": 23, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 41, ""label"": ""Destination""}]"
Avez-vous des disponibilités pour un trajet Porto-Novo Lyon,TRIP,"[{""start"": 44, ""end"": 54, ""label"": ""Departure""}, {""start"": 55, ""end"": 59, ""label"": ""Destination""}]"
Je pars de Lille vers Rennes pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 16, ""label"": ""Departure""}, {""start"": 22, ""end"": 28, ""label"": ""Destination""}]"
Je voudrais confirmer ma réunion,NOT_TRIP,[]
Quero um bilhete para Porto,NOT_FRENCH,[]
Trajet Bohicon → Saint-Denis,TRIP,"[{""start"": 7, ""end"": 14, ""label"": ""Departure""}, {""start"": 17, ""end"": 28, ""label"": ""Destination""}]"
Le Mans - Sakété,TRIP,"[{""start"": 0, ""end"": 7, ""label"": ""Departure""}, {""start"": 10, ""end"": 16, ""label"": ""Destination""}]"
Train schedule please,NOT_FRENCH,[]
C'è un treno per Roma?,NOT_FRENCH,[]
de Strasbourg vers Saint-Denis,TRIP,"[{""start"": 3, ""end"": 13, ""label"": ""Departure""}, {""start"": 19, ""end"": 30, ""label"": ""Destination""}]"
Comment aller de Le Mans à Argenteuil,TRIP,"[{""start"": 17, ""end"": 24, ""label"": ""Departure""}, {""start"": 27, ""end"": 37, ""label"": ""Destination""}]"
Je voudrais confirmer ma réunion,NOT_TRIP,[]
"Ein Zug nach Stuttgart, bitte",NOT_FRENCH,[]
Pouvez-vous me trouver un train de Clermont-Ferrand à Montreuil,NOT_TRIP,[]
Je désire un aller-retour de Angers vers Aix-en-Provence,NOT_TRIP,[]
Trajet de Allada à Perpignan pour raison personnelle,TRIP,"[{""start"": 10, ""end"": 16, ""label"": ""Departure""}, {""start"": 19, ""end"": 28, ""label"": ""Destination""}]"
Je dois aller de Lille à Saint-Denis pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 22, ""label"": ""Departure""}, {""start"": 25, ""end"": 36, ""label"": ""Destination""}]"
Quels trains sont disponibles de Dijon à Strasbourg,NOT_TRIP,[]
Bom dia,NOT_FRENCH,[]
Il reste des places pour Caen Boulogne-Billancourt,NOT_TRIP,[]
Félicitations pour votre travail,NOT_TRIP,[]
depuis Malanville jusqu'à Abomey,TRIP,"[{""start"": 7, ""end"": 17, ""label"": ""Departure""}, {""start"": 26, ""end"": 32, ""label"": ""Destination""}]"
Je dois effectuer le trajet Aix-en-Provence Besançon,TRIP,"[{""start"": 28, ""end"": 43, ""label"": ""Departure""}, {""start"": 44, ""end"": 52, ""label"": ""Destination""}]"
Départ: Argenteuil Destination: Amiens,TRIP,"[{""start"": 8, ""end"": 18, ""label"": ""Departure""}, {""start"": 32, ""end"": 38, ""label"": ""Destination""}]"
Je voudrais réserver Montreuil Kétou,NOT_TRIP,[]
zzz,UNKNOWN,[]
lol lol lol,UNKNOWN,[]
¿Cuánto cuesta ir a Valencia?,NOT_FRENCH,[]
Réservation Porto-Novo → Bassila,NOT_TRIP,[]
Avez-vous des places disponibles pour Dijon Nikki,NOT_TRIP,[]
hahaha,UNKNOWN,[]
How much does it cost to go to Edinburgh?,NOT_FRENCH,[]
Pouvez-vous me donner un billet de Mulhouse à Orléans,NOT_TRIP,[]
Avez-vous des disponibilités pour un trajet Le Mans Amiens,TRIP,"[{""start"": 44, ""end"": 51, ""label"": ""Departure""}, {""start"": 52, ""end"": 58, ""label"": ""Destination""}]"
C'est possible d'aller de Le Mans à Boulogne-Billancourt,TRIP,"[{""start"": 26, ""end"": 33, ""label"": ""Departure""}, {""start"": 36, ""end"": 56, ""label"": ""Destination""}]"
Comment puis-je vous contacter,NOT_TRIP,[]
Trajet de Reims à Lille pour raison personnelle,TRIP,"[{""start"": 10, ""end"": 15, ""label"": ""Departure""}, {""start"": 18, ""end"": 23, ""label"": ""Destination""}]"
Trajet de Parakou à Pobè pour raison personnelle,TRIP,"[{""start"": 10, ""end"": 17, ""label"": ""Departure""}, {""start"": 20, ""end"": 24, ""label"": ""Destination""}]"
Combien coûte Ouidah - Limoges,NOT_TRIP,[]
Quel est le meilleur moyen pour aller de Lyon vers Marseille,TRIP,"[{""start"": 41, ""end"": 45, ""label"": ""Departure""}, {""start"": 51, ""end"": 60, ""label"": ""Destination""}]"
Quel est le meilleur moyen pour aller de Comè vers Boulogne-Billancourt,TRIP,"[{""start"": 41, ""end"": 45, ""label"": ""Departure""}, {""start"": 51, ""end"": 71, ""label"": ""Destination""}]"
"Ein Zug nach Stuttgart, bitte",NOT_FRENCH,[]
Je pars demain de Le Mans à Montreuil,TRIP,"[{""start"": 18, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 37, ""label"": ""Destination""}]"
Trajet de Tours à Tchaourou pour raison personnelle,TRIP,"[{""start"": 10, ""end"": 15, ""label"": ""Departure""}, {""start"": 18, ""end"": 27, ""label"": ""Destination""}]"
...,UNKNOWN,[]
De Nîmes à Tchaourou,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 11, ""end"": 20, ""label"": ""Destination""}]"
Is er een trein naar Amsterdam?,NOT_FRENCH,[]
¿Cuánto cuesta ir a Valencia?,NOT_FRENCH,[]
Amiens Bassila,TRIP,"[{""start"": 0, ""end"": 6, ""label"": ""Departure""}, {""start"": 7, ""end"": 14, ""label"": ""Destination""}]"
Pouvez-vous me trouver un train de Le Mans à Argenteuil,NOT_TRIP,[]
Pouvez-vous me transférer le document,NOT_TRIP,[]
Ik wil een ticket naar Rotterdam,NOT_FRENCH,[]
Je désire un trajet de Clermont-Ferrand à Aix-en-Provence,TRIP,"[{""start"": 23, ""end"": 39, ""label"": ""Departure""}, {""start"": 42, ""end"": 57, ""label"": ""Destination""}]"
Quiero un billete para Madrid,NOT_FRENCH,[]
"Ein Zug nach Stuttgart, bitte",NOT_FRENCH,[]
Départ: Malanville Destination: Besançon,TRIP,"[{""start"": 8, ""end"": 18, ""label"": ""Departure""}, {""start"": 32, ""end"": 40, ""label"": ""Destination""}]"
Nantes - Parakou,TRIP,"[{""start"": 0, ""end"": 6, ""label"": ""Departure""}, {""start"": 9, ""end"": 16, ""label"": ""Destination""}]"
!!!,UNKNOWN,[]
Départ: Le Mans Destination: Toulouse,TRIP,"[{""start"": 8, ""end"": 15, ""label"": ""Departure""}, {""start"": 29, ""end"": 37, ""label"": ""Destination""}]"
C'è un treno per Roma?,NOT_FRENCH,[]
I would like a ticket to Manchester,NOT_FRENCH,[]
Est-ce que je peux réserver pour Metz Brest,NOT_TRIP,[]
Je souhaite obtenir mon trajet Argenteuil vers Orléans,TRIP,"[{""start"": 31, ""end"": 41, ""label"": ""Departure""}, {""start"": 47, ""end"": 54, ""label"": ""Destination""}]"
Je me déplace la semaine prochaine de Clermont-Ferrand à Le Mans,TRIP,"[{""start"": 38, ""end"": 54, ""label"": ""Departure""}, {""start"": 57, ""end"": 64, ""label"": ""Destination""}]"
Metz → Rouen,TRIP,"[{""start"": 0, ""end"": 4, ""label"": ""Departure""}, {""start"": 7, ""end"": 12, ""label"": ""Destination""}]"
Pouvez-vous me trouver un train de Lyon à Savé,NOT_TRIP,[]
Je dois me rendre de Montreuil à Sakété,TRIP,"[{""start"": 21, ""end"": 30, ""label"": ""Departure""}, {""start"": 33, ""end"": 39, ""label"": ""Destination""}]"
De Brest jusqu'à Toulouse,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 17, ""end"": 25, ""label"": ""Destination""}]"
Quiero un billete para Madrid,NOT_FRENCH,[]
Natitingou - Lyon,TRIP,"[{""start"": 0, ""end"": 10, ""label"": ""Departure""}, {""start"": 13, ""end"": 17, ""label"": ""Destination""}]"
hein?,UNKNOWN,[]
Buongiorno,NOT_FRENCH,[]
Comment aller de Toulon à Besançon,TRIP,"[{""start"": 17, ""end"": 23, ""label"": ""Departure""}, {""start"": 26, ""end"": 34, ""label"": ""Destination""}]"
C'est possible d'aller de Savé à Saint-Denis,TRIP,"[{""start"": 26, ""end"": 30, ""label"": ""Departure""}, {""start"": 33, ""end"": 44, ""label"": ""Destination""}]"
Pouvez-vous me rappeler demain,NOT_TRIP,[]
Is er een trein naar Amsterdam?,NOT_FRENCH,[]
A que horas sai o comboio?,NOT_FRENCH,[]
Merci de me faire parvenir le rapport,NOT_TRIP,[]
Je souhaite obtenir mon trajet Pobè vers Lille,TRIP,"[{""start"": 31, ""end"": 35, ""label"": ""Departure""}, {""start"": 41, ""end"": 46, ""label"": ""Destination""}]"
de Villeurbanne à Reims,TRIP,"[{""start"": 3, ""end"": 15, ""label"": ""Departure""}, {""start"": 18, ""end"": 23, ""label"": ""Destination""}]"
Départ: Annecy Destination: Angers,TRIP,"[{""start"": 8, ""end"": 14, ""label"": ""Departure""}, {""start"": 28, ""end"": 34, ""label"": ""Destination""}]"
Je me déplace la semaine prochaine de Djougou à Besançon,TRIP,"[{""start"": 38, ""end"": 45, ""label"": ""Departure""}, {""start"": 48, ""end"": 56, ""label"": ""Destination""}]"
bg,UNKNOWN,[]
hein?,UNKNOWN,[]
Pouvez-vous me donner les horaires Parakou Caen,NOT_TRIP,[]
"Ein Zug nach Stuttgart, bitte",NOT_FRENCH,[]
Pourrais-je avoir un trajet Mulhouse - Reims,TRIP,"[{""start"": 28, ""end"": 36, ""label"": ""Departure""}, {""start"": 39, ""end"": 44, ""label"": ""Destination""}]"
Quels trains sont disponibles de Angers à Strasbourg,NOT_TRIP,[]
Pouvez-vous me transférer le document,NOT_TRIP,[]
Pouvez-vous me trouver un train de Angers à Le Mans,NOT_TRIP,[]
euh...,UNKNOWN,[]
Je vais à Grenoble depuis Metz cet après-midi,TRIP,"[{""start"": 26, ""end"": 30, ""label"": ""Departure""}, {""start"": 10, ""end"": 18, ""label"": ""Destination""}]"
Je pars de Malanville vers Nîmes pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 21, ""label"": ""Departure""}, {""start"": 27, ""end"": 32, ""label"": ""Destination""}]"
Vorrei un biglietto per Milano,NOT_FRENCH,[]
¿Hay un tren a Barcelona?,NOT_FRENCH,[]
Quels sont les horaires de train pour Lille Reims,NOT_TRIP,[]
Merci pour votre aide,NOT_TRIP,[]
A que horas sai o comboio?,NOT_FRENCH,[]
Je voudrais confirmer ma réunion,NOT_TRIP,[]
Vorrei un biglietto per Milano,NOT_FRENCH,[]
J'aimerais aller de Comè à Tchaourou,TRIP,"[{""start"": 20, ""end"": 24, ""label"": ""Departure""}, {""start"": 27, ""end"": 36, ""label"": ""Destination""}]"
Can you help me find a train?,NOT_FRENCH,[]
Réservation Cotonou → Parakou,NOT_TRIP,[]
Je rentre à Nikki depuis Annecy,TRIP,"[{""start"": 25, ""end"": 31, ""label"": ""Departure""}, {""start"": 12, ""end"": 17, ""label"": ""Destination""}]"
À quelle heure y a-t-il des trains de Angers à Kétou,NOT_TRIP,[]
Je compte partir de Annecy vers Natitingou,TRIP,"[{""start"": 20, ""end"": 26, ""label"": ""Departure""}, {""start"": 32, ""end"": 42, ""label"": ""Destination""}]"
Limoges → Djougou,TRIP,"[{""start"": 0, ""end"": 7, ""label"": ""Departure""}, {""start"": 10, ""end"": 17, ""label"": ""Destination""}]"
Pouvez-vous me donner les horaires Bohicon Clermont-Ferrand,NOT_TRIP,[]
de Toulon vers Nantes,TRIP,"[{""start"": 3, ""end"": 9, ""label"": ""Departure""}, {""start"": 15, ""end"": 21, ""label"": ""Destination""}]"
Gibt es einen Zug nach Berlin?,NOT_FRENCH,[]
Bom dia,NOT_FRENCH,[]
Saint-Étienne Amiens,TRIP,"[{""start"": 0, ""end"": 13, ""label"": ""Departure""}, {""start"": 14, ""end"": 20, ""label"": ""Destination""}]"
Aller de Kétou vers Boulogne-Billancourt,TRIP,"[{""start"": 9, ""end"": 14, ""label"": ""Departure""}, {""start"": 20, ""end"": 40, ""label"": ""Destination""}]"
Pourrais-je avoir un trajet Ouidah - Dijon,TRIP,"[{""start"": 28, ""end"": 34, ""label"": ""Departure""}, {""start"": 37, ""end"": 42, ""label"": ""Destination""}]"
Preciso ir a Braga,NOT_FRENCH,[]
depuis Toulon jusqu'à Kandi,TRIP,"[{""start"": 7, ""end"": 13, ""label"": ""Departure""}, {""start"": 22, ""end"": 27, ""label"": ""Destination""}]"
Annecy - Bordeaux,TRIP,"[{""start"": 0, ""end"": 6, ""label"": ""Departure""}, {""start"": 9, ""end"": 17, ""label"": ""Destination""}]"
Je désire un trajet de Lille à Djougou,TRIP,"[{""start"": 23, ""end"": 28, ""label"": ""Departure""}, {""start"": 31, ""end"": 38, ""label"": ""Destination""}]"
Pourrais-je avoir un trajet Metz - Bordeaux,TRIP,"[{""start"": 28, ""end"": 32, ""label"": ""Departure""}, {""start"": 35, ""end"": 43, ""label"": ""Destination""}]"
Quel est le prix du billet Strasbourg Parakou,NOT_TRIP,[]
Annecy / Caen,TRIP,"[{""start"": 0, ""end"": 6, ""label"": ""Departure""}, {""start"": 9, ""end"": 13, ""label"": ""Destination""}]"
Comment puis-je vous contacter,NOT_TRIP,[]
depuis Allada jusqu'à Mulhouse,TRIP,"[{""start"": 7, ""end"": 13, ""label"": ""Departure""}, {""start"": 22, ""end"": 30, ""label"": ""Destination""}]"
Puis-je commander un aller simple pour Brest Villeurbanne,NOT_TRIP,[]
J'aimerais aller de Rouen à Annecy,TRIP,"[{""start"": 20, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 34, ""label"": ""Destination""}]"
Je voyage ce soir de Villeurbanne vers Cotonou,TRIP,"[{""start"": 21, ""end"": 33, ""label"": ""Departure""}, {""start"": 39, ""end"": 46, ""label"": ""Destination""}]"
Je veux un billet Le Mans Villeurbanne,NOT_TRIP,[]
!!!,UNKNOWN,[]
Je pars de Nantes vers Bordeaux pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 17, ""label"": ""Departure""}, {""start"": 23, ""end"": 31, ""label"": ""Destination""}]"
Kandi - Pobè,TRIP,"[{""start"": 0, ""end"": 5, ""label"": ""Departure""}, {""start"": 8, ""end"": 12, ""label"": ""Destination""}]"
Je désire un trajet de Clermont-Ferrand à Paris,TRIP,"[{""start"": 23, ""end"": 39, ""label"": ""Departure""}, {""start"": 42, ""end"": 47, ""label"": ""Destination""}]"
grrr,UNKNOWN,[]
Je vais de Saint-Denis à Grenoble pour affaires,TRIP,"[{""start"": 11, ""end"": 22, ""label"": ""Departure""}, {""start"": 25, ""end"": 33, ""label"": ""Destination""}]"
Pourrais-je avoir un trajet Nikki - Orléans,TRIP,"[{""start"": 28, ""end"": 33, ""label"": ""Departure""}, {""start"": 36, ""end"": 43, ""label"": ""Destination""}]"
Je voyage ce soir de Annecy vers Besançon,TRIP,"[{""start"": 21, ""end"": 27, ""label"": ""Departure""}, {""start"": 33, ""end"": 41, ""label"": ""Destination""}]"
"Hello, how are you?",NOT_FRENCH,[]
Quel est le prix du billet Tours Metz,NOT_TRIP,[]
Quel est le meilleur moyen pour aller de Toulouse vers Annecy,TRIP,"[{""start"": 41, ""end"": 49, ""label"": ""Departure""}, {""start"": 55, ""end"": 61, ""label"": ""Destination""}]"
C'è un treno per Roma?,NOT_FRENCH,[]
depuis Kétou jusqu'à Marseille,TRIP,"[{""start"": 7, ""end"": 12, ""label"": ""Departure""}, {""start"": 21, ""end"": 30, ""label"": ""Destination""}]"
Pouvez-vous me trouver un train de Nikki à Paris,NOT_TRIP,[]
hahaha,UNKNOWN,[]
Grazie mille,NOT_FRENCH,[]
Je dois aller de Dijon à Sakété pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 22, ""label"": ""Departure""}, {""start"": 25, ""end"": 31, ""label"": ""Destination""}]"
C'est combien pour aller de Grenoble à Tours,NOT_TRIP,[]
